,request,id,n
16009,статьи о влиянии минералов на зерновые культуры,[8103],1
16010,новости из Эфиопии,[8104],1
16011,окаменелости выдры,[8104],1
16012,статьи про гены-драйверы онкологии,[8105],1
16013,новости в области онкологии,[8105],1
16014,статьи про нейросети в физике,[8106],1
16015,сложные взаимодействия электронов,[8106],1
16016,влияние сахара на здоровье,[8107],1
16017,риск инфарктов и инсультов,[8107],1
16018,археологические открытия в пустынях,[8108],1
16019,воздушные змеи пустыни,[8108],1
16020,статьи про безопасные строительные материалы,[8109],1
16021,использование древесных отходов в строительстве,[8109],1
16022,главное сражение Отечественной войны,[8110],1
16023,исторические мифы о Бородино,[8110],1
16024,статьи про самки колибри,[8111],1
16025,поведение колибри в природе,[8111],1
16026,гендерно ориентированная лексика,[8112],1
16027,стереотипы о женщинах в руководстве,[8112],1
16028,уравнения для жидкостей и газов,[8113],1
16029,математические открытия в физике,[8113],1
16030,древние медицинские процедуры,[8114],1
16031,история ампутаций,[8114],1
16032,состав экзопланет,[8115],1
16033,методы изучения экзопланет,[8115],1
16034,музыка шимпанзе,[8116],1
16035,поведение шимпанзе в джунглях,[8116],1
16036,новости про происхождение млекопитающих,[8117],1
16037,исследования в области эволюции млекопитающих,[8117],1
16038,фанаты и кумиры,[8118],1
16039,аморальные поступки знаменитостей,[8118],1
16040,статьи о влиянии радиации на пищу,[8119],1
16041,влияние радиации на состав картошки,[8119],1
16042,достижения в области искусственного интеллекта,[8120],1
16043,сравнение способностей искусственного интеллекта и человека,[8120],1
16044,достижения в 3D-печати,[8121],1
16045,технологии лазерной полировки,[8121],1
16046,статьи о транспорте воды растениями,[8122],1
16047,исследования биологов в области транспорта воды,[8122],1
16048,новости про ЛЭТИ,[8123],1
16049,перспективные технологии в электронике,[8123],1
16050,статьи про тихоходки,[8124],1
16051,механизмы выживания в засушливых условиях,[8124],1
16052,статьи про технологии очистки нефтяных скважин,[8125],1
16053,достижения пермских ученых,[8125],1
16054,статьи о грибах в медицине,[8126],1
16055,новые методы синтеза лекарств,[8126],1
16056,статьи о новых видах лишайников,[8127],1
16057,биология лишайников,[8127],1
16058,проекты в Челябинске,[8128],1
16059,цифровые технологии в образовании,[8128],1
16060,моделирование ходьбы многоногих существ,[8129],1
16061,научные открытия в области биомеханики,[8129],1
16062,археологические находки на Внешних Гебридах,[8130],1
16063,история приготовления пшеничной ка,[8130],1
16064,скрещивание Homo sapiens с неандертальцами,[8131],1
16065,эволюционные преимущества Homo sapiens,[8131],1
16066,статьи про создание ускорителей для биодизеля,[8132],1
16067,достижения в области биодизеля,[8132],1
16068,вопросы о существовании других разумных форм жизни,[8133],1
16069,поиск разумной жизни в космосе,[8133],1
16070,статьи про нарушение циркадного ритма,[8134],1
16071,психические расстройства и их симптомы,[8134],1
16072,состав донской пыли,[8135],1
16073,исследования в университете Южной Финляндии,[8135],1
16074,археологические находки в Иерусалиме,[8136],1
16075,богатство в древнем Иерусалиме,[8136],1
16076,новости про Кокон Ферми,[8137],1
16077,гипотезы о центре Млечного Пути,[8137],1
16078,знаменитый фестиваль STARMUS,[8138],1
16079,проблемы на фестивале STARMUS,[8138],1
16080,статьи про обнаружение следов ракетного топлива в растениях,[8139],1
16081,методы обнаружения химических веществ в,[8139],1
16082,достижения в борьбе с глобальным потеплением,[8140],1
16083,новости от российских ученых,[8140],1
16084,влияние белого шума на когнитивные способности,[8141],1
16085,классическая музыка и когнитивные,[8141],1
16086,статьи о новейших технологиях,[8142],1
16087,методы регистрации ионизирующего излучения,[8142],1
16088,молекулярный атлас мозга,[8143],1
16089,эволюция нейронов у позвоночных,[8143],1
16090,научно-технологическая осень в Ереване,[8144],1
16091,инновации в области искусственного интеллекта,[8144],1
16092,статьи о методах обнаружения взрывчатки,[8145],1
16093,новости в области криминалистики,[8145],1
16094,статьи про оси и муравьев,[8146],1
16095,взаимодействие насекомых с растениями,[8146],1
16096,достижения в точных числовых предсказаниях,[8147],1
16097,научные открытия российских ученых,[8147],1
16098,статьи про Пермский Политехнический Университет,[8148],1
16099,энергоэффективность транспорта,[8148],1
16100,статьи про регенерацию мозга у аксолотля,[8149],1
16101,биология аксолотля,[8149],1
16102,влияние ударов по голове на кости черепа,[8150],1
16103,причины утолщения костей черепа,[8150],1
16104,экономика замкнутых циклов,[8151],1
16105,влияние старых игрушек на экономику,[8151],1
16106,алмазы из недр планет,[8152],1
16107,моделирование недр гигантских планет,[8152],1
16108,статьи о размножении морских коньков,[8153],1
16109,поведение самцов морских коньков,[8153],1
16110,история гуннского союза,[8154],1
16111,новости про российские археологические исследования,[8154],1
16112,гормональная терапия и синдром Дауна,[8155],1
16113,улучшение когнитивных способностей у людей с син,[8155],1
16114,статьи о бактериальных сообществах,[8156],1
16115,коммуникация между бактериями,[8156],1
16116,исследования сна и долголетием,[8157],1
16117,"факторы, влияющие на долголетие",[8157],1
16118,антибиотики из древесной коры,[8158],1
16119,исследования противостояния лекарствам бактериям,[8158],1
16120,достижения в астрономии,[8159],1
16121,орбиты планет в двойных системах,[8159],1
16122,статьи про коронарную недостаточность,[8160],1
16123,эффективность стентов в медицине,[8160],1
16124,новости о заболеваниях у детей в Индии,[8161],1
16125,«томатный грипп» у детей,[8161],1
16126,археологические находки на севере Франции,[8162],1
16127,воинские захоронения галлов,[8162],1
16128,статьи о жизни женщин в странах СНГ,[8163],1
16129,закон о ресницах в странах СНГ,[8163],1
16130,статьи про скрининг беременных,[8164],1
16131,новости в области гинекологии и акушерства,[8164],1
16132,новости про ЛЭТИ,[8165],1
16133,системы мониторинга окружающей среды на основе Wi-Fi,[8165],1
16134,особенности долгожительства у муравьев,[8166],1
16135,исследования биологии муравьев,[8166],1
16136,новости про нейробиологию,[8167],1
16137,выключатель апатии в мозгу,[8167],1
16138,кораллы и мутации,[8168],1
16139,передача генов кораллам,[8168],1
16140,связь между группой крови и инсультом,[8169],1
16141,факторы риска раннего инсульта,[8169],1
16142,статьи про бандикутов,[8170],1
16143,опасности для кошек от бандикутов,[8170],1
16144,статьи про сохранение редких видов горных растений,[8171],1
16145,исследования апатитских ученых,[8171],1
16146,археологические находки в Пакопампе,[8172],1
16147,гробницы жрецов,[8172],1
16148,археологические находки в Зимбабве,[8173],1
16149,древнейшие африканские динозав,[8173],1
16150,статьи про исследования распознавания эмоций,[8174],1
16151,новости в области искусственного интеллекта,[8174],1
16152,советы по предотвращению выгорания на работе,[8175],1
16153,преимущества коротких перерывов,[8175],1
16154,исследования ТГУ,[8176],1
16155,безопасный арктический туризм,[8176],1
16156,достижения в технологиях титановых сплавов,[8177],1
16157,прочность титанового сплава,[8177],1
16158,влияние синего света на мух,[8178],1
16159,синий свет и преждевременное старение,[8178],1
16160,эволюция млекопитающих,[8179],1
16161,быстрая эволюция млекопитающих,[8179],1
16162,ржавление земного ядра,[8180],1
16163,алмазы на границе с мантией,[8180],1
16164,массовое вымирание от удушья,[8181],1
16165,спасение Мирового океана,[8181],1
16166,преимущества перехода на системы нагревания табака,[8182],1
16167,влияние сигарет на биомаркеры здоров,[8182],1
16168,применение стоматологических сканеров в науке,[8183],1
16169,исследования молодых кораллов,[8183],1
16170,археологические находки из Темных веков,[8184],1
16171,древний складной стул,[8184],1
16172,что такое цифровая личность,[8185],1
16173,контроль над личной информацией в интернете,[8185],1
16174,связь между потреблением сахара и ожирением,[8186],1
16175,влияние сахара на микрофлору кишечника,[8186],1
16176,статьи про выращивание органов «в пробирке»,[8187],1
16177,достижения в трансплантологии,[8187],1
16178,статьи о корнях бессмертия,[8188],1
16179,исследования медуз,[8188],1
16180,статьи про искусственный интеллект,[8189],1
16181,лунные кратеры и вечная тень,[8189],1
16182,статьи о роли хламидий в иммунной системе,[8190],1
16183,новости про микроорганизмы,[8190],1
16184,метаморфоз жуков,[8191],1
16185,симбионты жуков,[8191],1
16186,добыча полезных ископаемых в океане,[8192],1
16187,технологии добычи полезных ископаемых,[8192],1
16188,археологические находки в Приморье,[8193],1
16189,столица государства Восточное Ся,[8193],1
16190,достижения в разработке углеродной электроники,[8194],1
16191,новости из университета Южной Ф,[8194],1
16192,самые старые астрономические объекты,[8195],1
16193,планетарные туманности,[8195],1
16194,статьи о глобальном потеплении,[8196],1
16195,"факторы, влияющие на глобальное потепление",[8196],1
16196,статьи про импортозамещение в Перми,[8197],1
16197,решения для пищевой промышленности,[8197],1
16198,статьи про электрическую стимуляцию мозга,[8198],1
16199,лечение переедания,[8198],1
16200,достижения в изучении дельфинов,[8199],1
16201,самые большие кооперативные сообщества в природе,[8199],1
16202,статьи о продаже мертвых животных в Крыму,[8200],1
16203,краснокнижные животные в Крыму,[8200],1
16204,распространение фейковых новостей среди подростков,[8201],1
16205,влияние фейковых новостей на медицину,[8201],1
16206,исследования зависимости от алкоголя,[8202],1
16207,влияние алкоголя на организм,[8202],1
16208,статьи о мошенничестве в университетах,[8203],1
16209,способы отъема денег,[8203],1
16210,отмененный полет лунной ракеты NASA,[8204],1
16211,новости о ракете NASA,[8204],1
16212,слияние сверхмассивных черных дыр,[8205],1
16213,рентгеновские наблюдения в космосе,[8205],1
16214,методы датирования древних кораблей,[8206],1
16215,история китобойного промысла,[8206],1
16216,статьи про микрореакторы,[8207],1
16217,достижения в энергетике,[8207],1
16218,старт лунной миссии Artemis-1,[8208],1
16219,новости о миссии Artemis-1,[8208],1
16220,изменения климата в Альпах,[8209],1
16221,состояние ледников в Швейцарских Альпах,[8209],1
16222,исследования мозга и альтруизма,[8210],1
16223,"области мозга, связанные с альтруизмом",[8210],1
16224,статьи о мозге человека,[8211],1
16225,различия между мозгом человека и других приматов,[8211],1
16226,статьи про улиток-вселенцев,[8212],1
16227,прогнозы машинного обучения в экологии,[8212],1
16228,достижения в генетической терапии,[8213],1
16229,восстановление цветового зрения у дальтоников,[8213],1
16230,статьи про нейронные структуры в мозге,[8214],1
16231,новости из Швейцарии в области нейробиологии,[8214],1
16232,гигантские динозавры,[8215],1
16233,мел-палеогеновое вымирание,[8215],1
16234,скрещивание между неандертальцами и людьми,[8216],1
16235,места скрещивания между неандертальцами и,[8216],1
16236,атмосфера далеких планет,[8217],1
16237,углекислый газ в космосе,[8217],1
16238,крупнейшие находки динозавров в Европе,[8218],1
16239,археологические открытия в Португали,[8218],1
16240,аварийная вентиляция на газокомпрессорных станциях,[8219],1
16241,проектирование аварийной вентиля,[8219],1
16242,геопорталы в сельском хозяйстве,[8220],1
16243,развитие сельского хозяйства в Сибири,[8220],1
16244,статьи о накоплении токсичных элементов,[8221],1
16245,озера Севера и экология,[8221],1
16246,статьи про выросты на рыбе-пиле,[8222],1
16247,происхождение зубов у рыб,[8222],1
16248,статьи о формировании земной коры,[8223],1
16249,космические путешествия через рукава галактик,[8223],1
16250,влияние пандемии на работу преподавателей вузов,[8224],1
16251,статьи про НИУ ВШЭ,[8224],1
16252,статьи про производство целлюлозы,[8225],1
16253,экологичные методы производства целлюлозы,[8225],1
16254,статьи про стабильность белков,[8226],1
16255,достижения в биоинформатике,[8226],1
16256,статьи о катализаторах,[8227],1
16257,платиносодержащие катализаторы,[8227],1
16258,последние исследования глобального потепления,[8228],1
16259,глобальное потепление за последние 7000 лет,[8228],1
16260,статьи про лечение алкогольной зависимости,[8230],1
16261,применение психоделиков в медицине,[8230],1
16262,статьи про металлургические реакторы,[8231],1
16263,экологичные технологии в металлургии,[8231],1
16264,потенциально обитаемые планеты в космосе,[8232],1
16265,планеты с океанами,[8232],1
16266,новости в области криминалистики,[8233],1
16267,отпечатки пальцев на бумаге,[8233],1
16268,"статьи про одновременное заражение коронавирусом, ВИЧ и оспой обезьян",[8234],1
16269,,[8234],1
16270,новости про ВИЧ-1,[8235],1
16271,открытия в исследовании ВИЧ-1,[8235],1
16272,эволюция человека,[8236],1
16273,история становления человека на двух ногах,[8236],1
16274,статьи про замену пестицидов,[8237],1
16275,использование муравьев в сельском хозяйстве,[8237],1
16276,новости про Пермский Политех,[8238],1
16277,технологии получения губчатого титана,[8238],1
16278,влияние звуков на мозг,[8239],1
16279,исследования тактильного восприятия,[8239],1
16280,анализы обсидиановых орудий,[8240],1
16281,гибель минойской цивилизации,[8240],1
16282,основные факторы токсичности нанотрубок,[8241],1
16283,исследования нанотрубок,[8241],1
16284,исследования на Марсе,[8242],1
16285,следы воды на Марсе,[8242],1
16286,исследования отношений россиян к неформальному образованию,[8243],1
16287,неформальное образование в России,[8243],1
16288,влияние пропуска завтрака на здоровье детей,[8244],1
16289,советы по здоровому питанию для детей,[8244],1
16290,влияние дефицита сна на поведение,[8245],1
16291,статьи про жадность и эгоизм,[8245],1
16292,статьи о кесаревом сечении,[8246],1
16293,научные исследования о кесаревом сечении,[8246],1
16294,исследования на тему плача собак,[8247],1
16295,эмоциональные реакции у собак,[8247],1
16296,статьи о распространении фейковых новостей,[8248],1
16297,исследования в области информационной безопасности,[8248],1
16298,влияние сидячего образа жизни на здоровье,[8249],1
16299,профилактика деменции,[8249],1
16300,статьи о бюджетных методах очистки воды,[8250],1
16301,современные технологии очистки воды,[8250],1
16302,последние достижения в сверхпроводимости,[8251],1
16303,фундаментальные проблемы в физике,[8251],1
16304,статьи про гусеничные бактерии,[8252],1
16305,микроорганизмы в ротовой полости,[8252],1
16306,курганы в Америке,[8253],1
16307,история строительства курганов в Америке,[8253],1
16308,статьи про материалы с памятью,[8254],1
16309,новости в области квантовой химии,[8254],1
16310,статьи про паразитарных червей,[8255],1
16311,новости о заболеваниях в России,[8255],1
16312,теории о происхождении марсианских спутников,[8256],1
16313,новости о марсианских спутниках,[8256],1
16314,технологии снижения шума в авиадвигателях,[8257],1
16315,разработки Пермского Политеха,[8257],1
16316,статьи про Эль-Ниньо,[8258],1
16317,прогнозирование климатических явлений,[8258],1
16318,статьи про информационную зависимость,[8259],1
16319,психология привязанности к информации,[8259],1
16320,статьи о когнитивных сетях,[8260],1
16321,модели предсказания убеждений,[8260],1
16322,подделки в научной литературе,[8261],1
16323,история создания телескопа,[8261],1
16324,загрязнение Волги,[8262],1
16325,малые реки Нижнего Новгорода,[8262],1
16326,исследования сна у дрозофил,[8263],1
16327,механизмы засыпания в жару,[8263],1
16328,статьи про сверление композитов,[8264],1
16329,технологии сверления без разрушений,[8264],1
16330,изменения в составе арктических озер,[8265],1
16331,исследования сибирских ученых,[8265],1
16332,"исследования белков, влияющих на рост растений",[8266],1
16333,генетика карликовых растений,[8266],1
16334,археологические находки в Испании,[8267],1
16335,Стоунхендж в Испании,[8267],1
16336,максимальное количество спутников Земли,[8268],1
16337,астрономические открытия о спутниках,[8268],1
16338,статьи о сознании у людей и роботов,[8269],1
16339,мечты у людей и роботов,[8269],1
16340,древние ударные кратеры,[8270],1
16341,кратеры на берегах Западной Африки,[8270],1
16342,статьи про углеводороды,[8271],1
16343,новости про исследования в «Сколтехе»,[8271],1
16344,2D-материалы,"[1498, 4049, 4812]",3
16345,3D,"[3385, 4500, 4640]",3
16346,3D-моделирование,"[1579, 3335, 4831, 7493]",4
16347,3D-модель,"[1697, 1844, 3076, 6546, 6927]",5
16348,5G,"[712, 5437, 5884, 8019]",4
16349,6G,"[94, 277, 1883, 4819, 8019]",5
16350,Alice,"[190, 1164, 2264]",3
16351,Artemis,"[3415, 6674, 7560, 7665, 7831, 8189, 8208]",7
16352,BepiColombo,"[644, 3483, 5885]",3
16353,Blue Origin,"[2109, 3464, 3653, 3777]",4
16354,Boeing,"[3937, 4582, 5814, 6545, 6833]",5
16355,CERN,"[190, 2187, 2592, 5377]",4
16356,CMS,"[190, 1432, 2909]",3
16357,CRISPR-Cas9,"[203, 380, 443, 5408, 7176, 7899]",6
16358,CST-100 Starliner,"[5814, 6545, 6833]",3
16359,Curiosity,"[1331, 2058, 2339, 2973, 3283, 3338, 3904, 4130, 5169]",9
16360,DESI,"[428, 1548, 4013]",3
16361,ESA,"[1250, 4047, 6192, 6326, 7383]",5
16362,Euclid,"[895, 1550, 2710]",3
16363,Europa Clipper,"[1011, 2665, 4132]",3
16364,FAST,"[1083, 1267, 7770]",3
16365,GPS,"[146, 733, 1528, 2492, 5824, 5863, 6092]",7
16366,GPT-3,"[4904, 5798, 6703]",3
16367,GPT-4,"[2482, 4280, 4904, 6703]",4
16368,Homo,"[116, 783, 808, 1058, 1838, 3266, 3934, 7871]",8
16369,Homo erectus,"[116, 808, 2342, 2498, 5251, 7579, 8081]",7
16370,Homo heidelbergensis,"[4028, 7613, 7871]",3
16371,Homo neanderthalensis,"[116, 1058, 4028, 4508, 5211]",5
16372,IT-сфера,"[2635, 5777, 5922, 6140, 6335, 6930, 7060]",7
16373,IT-технологии,"[603, 2918, 5422]",3
16374,InSight,"[329, 1585, 1621, 5225, 6280, 6396, 7269, 7284, 7637]",9
16375,JAXA,"[4542, 4597, 4607, 6228]",4
16376,JUNO,"[103, 758, 7929]",3
16377,JWST,"[352, 6327, 7400]",3
16378,James Webb,"[641, 1523, 1603, 2681, 2744, 6796, 7504, 7834, 8217]",9
16379,Jet Propulsion Laboratory,"[2648, 2691, 4547]",3
16380,LIGO,"[363, 680, 1036, 2004, 2740, 4008, 5189, 6163]",8
16381,New Horizons,"[2550, 4381, 7395]",3
16382,OSIRIS-Rex,"[375, 1975, 4865, 5267, 5434]",5
16383,OpenAI,"[232, 505, 3443, 4280, 4498, 4996]",6
16384,Perseverance,"[959, 1573, 3122, 4825, 5516, 6674, 7471]",7
16385,S7 Airlines,"[5815, 5871, 5953, 5954, 5962]",5
16386,SLS,"[3815, 7560, 8204]",3
16387,Seti,"[1914, 3069, 5454]",3
16388,Sgr A*,"[3257, 6770, 6839]",3
16389,Starliner,"[1435, 3194, 3620]",3
16390,Super Heavy,"[4463, 5039, 6417, 6450, 6552]",5
16391,TRAPPIST-1,"[44, 282, 493, 864, 2177, 4357, 4513, 6584, 7209]",9
16392,VLT,"[75, 635, 780, 1004, 2028, 2409, 4389]",7
16393,Wi-Fi,"[733, 1344, 2135, 2279, 5908, 8165]",6
16394,Y-хромосома,"[1191, 5634, 7443]",3
16395,naked science,"[2725, 6138, 6188]",3
16396,«ВКонтакте»,"[719, 3350, 4128, 5990, 6218, 6538, 7025]",7
16397,«Венера-Д»,"[429, 1386, 6560]",3
16398,«Гайя»,"[1721, 2789, 3311, 3962]",4
16399,«Кассини»,"[1903, 3787, 4811, 6315]",4
16400,«Хаябуса-2»,"[202, 259, 843, 1793, 2343, 4921, 5902]",7
16401,«Чанъэ-5»,"[651, 2989, 7744]",3
16402,«Юнона»,"[243, 303, 700, 2253, 5165]",5
16403,АТФ,"[417, 1259, 1995, 5681, 6531]",5
16404,Аборигены,"[4558, 4952, 5412, 5783]",4
16405,Азия,"[216, 271, 529, 3195, 6758, 7742]",6
16406,Альберт Эйнштейн,"[183, 866, 2745, 5355, 8066]",5
16407,Альтернативная медицина,"[355, 4424, 5358]",3
16408,Альтруизм,"[436, 3058, 5745, 5906, 8210]",5
16409,Альфа Центавра,"[477, 537, 3226]",3
16410,Аляска,"[1128, 3294, 3870, 5330, 5721, 7722]",6
16411,Амазония,"[132, 333, 1589, 5412, 7162, 7869]",6
16412,Анатолия,"[386, 5475, 6920, 7513]",4
16413,Англия,"[12, 3201, 3850, 5364]",4
16414,Анды,"[466, 4441, 5180]",3
16415,Антарктика,"[168, 986, 3059, 3710, 3858, 7553]",6
16416,Антарктический ледяной щит,"[3858, 6813, 7162]",3
16417,Армения,"[723, 3549, 5813, 8138]",4
16418,Артемида,"[1373, 2131, 2318, 3964, 4866, 7271, 7831]",7
16419,Артемида III,"[24, 1547, 2131, 3435, 3573, 4034, 4550]",7
16420,Атакама,"[3053, 5411, 6809]",3
16421,Атлантика,"[943, 4908, 5268]",3
16422,Атлантический океан,"[3471, 4200, 5808, 6055]",4
16423,БАД,"[2717, 2751, 5398, 7574]",4
16424,БАК,"[1164, 2727, 2862, 2909, 4478, 4938, 6221, 7450]",8
16425,БФУ,"[3331, 3372, 3582, 3617, 4053]",5
16426,Балтийское море,"[812, 1366, 3205, 4450]",4
16427,Балтика,"[812, 1653, 3778]",3
16428,Бальзамирование,"[1840, 5561, 6978]",3
16429,Баренцево море,"[540, 637, 658, 7293, 8037]",5
16430,Бассейн Южный полюс — Эйткен,"[24, 2292, 3121]",3
16431,Бенну,"[202, 470, 1577, 1975]",4
16432,Бесплодие,"[23, 727, 2036, 3803, 4749, 4816, 5027, 6337, 6603]",9
16433,Бетельгейзе,"[621, 2689, 4265, 7822]",4
16434,Библия,"[2581, 6521, 6889, 7987]",4
16435,Ближний Восток,"[2632, 3654, 4781, 7763, 8216]",5
16436,Большое Магелланово облако,"[55, 134, 780, 1017, 1372, 1802, 2468, 4358, 5712]",9
16437,ВИЧ,"[1742, 2323, 3221, 3223, 4974, 6291, 7491, 8234, 8235]",9
16438,ВОЗ,"[231, 2425, 5536, 5729, 7542]",5
16439,ВПЧ-инфекция,"[5342, 5542, 6790]",3
16440,Везувий,"[1186, 1204, 1717, 3306, 4103, 4490]",6
16441,Великая Отечественная война,"[1192, 2075, 3169, 3494, 4549, 6959, 7495]",7
16442,Великий Новгород,"[947, 1396, 2102]",3
16443,Венгрия,"[852, 962, 5820]",3
16444,Византия,"[2469, 5764, 7683]",3
16445,Вселеннная,"[5321, 5502, 5539]",3
16446,Вторая мировая война,"[440, 1192, 2075, 2602, 3494, 3594, 6699, 6959, 7495]",9
16447,ГЛОНАСС,"[2492, 2531, 6092]",3
16448,ГМ-растения,"[5768, 6489, 7461, 7652, 8082]",5
16449,ГМО,"[1735, 2810, 6409, 6647]",4
16450,Газопылевое облако,"[2016, 5217, 7112]",3
16451,Галлия,"[3714, 4115, 7340]",3
16452,Гель,"[949, 1279, 3755, 4273, 4386]",5
16453,Геркуланум,"[1204, 1717, 4490]",3
16454,Германия,"[289, 996, 2673, 3169, 4455, 5489, 6699, 7376, 8091]",9
16455,Главный пояс астероидов,"[470, 1577, 2083, 2705, 6726]",5
16456,Глобальное потеплеие,"[3780, 4665, 5134, 5231, 8140]",5
16457,Голос,"[3197, 4240, 4437, 5113, 5700]",5
16458,Гренландия,"[686, 1404, 2880, 3196, 4123, 6342, 6437, 7362]",8
16459,Грудное молоко,"[4101, 4392, 4958, 5340, 5487]",5
16460,ДТП,"[3590, 3745, 5480, 7283]",4
16461,Деймос,"[1350, 2374, 4246, 8256]",4
16462,Долгожители,"[786, 2790, 4479, 5631, 5662, 6530, 7088]",7
16463,Дом,"[823, 2319, 6608]",3
16464,Древняя Греция,"[1754, 1932, 1963, 3206, 5277, 7747, 8006, 8240]",8
16465,Древняя Русь,"[133, 1465, 1824, 2121, 5667]",5
16466,ЕГЭ,"[412, 1551, 1699, 4847]",4
16467,ЕКА,"[6205, 7078, 7383]",3
16468,ЖКХ,"[3943, 7385, 7397]",3
16469,Жуки,"[579, 5075, 7262, 7756, 8191]",5
16470,ЗОЖ,"[2751, 3285, 4272, 4592, 5492, 5916, 6258, 6533]",8
16471,Западная Сибирь,"[879, 3398, 8221]",3
16472,Звездопад,"[32, 68, 174, 524]",4
16473,Звуковые волны,"[4104, 5684, 6108]",3
16474,ИИМК РАН,"[131, 613, 930, 1042, 1257, 1465, 1754]",7
16475,ИМТ,"[399, 773, 4791, 5050]",4
16476,ИНАСАН,"[3986, 4000, 4015, 5117, 5266, 7191]",6
16477,Иерусалим,"[3314, 6247, 6521, 8136]",4
16478,Индейцы,"[3386, 3698, 4787]",3
16479,Индийский океан,"[1102, 3981, 7419]",3
16480,Институт географии РАН,"[7293, 7421, 7679, 7805, 8037, 8096, 8262]",7
16481,Институт прикладной физики РАН,"[540, 854, 1028, 1514, 3090, 3522, 3716]",7
16482,Институт физиологии Павлова,"[279, 1656, 2149, 3041, 7599]",5
16483,Иран,"[368, 2694, 3549, 5309]",4
16484,Ирландия,"[3775, 6935, 7393]",3
16485,Искусство,"[603, 1932, 2795, 5264, 5308, 6056]",6
16486,Испания,"[1086, 1221, 3237, 3393, 6900, 6970, 7367, 7624, 8267]",9
16487,КАИ,"[781, 875, 1080, 1712]",4
16488,КПД,"[1268, 2967, 3388, 5257]",4
16489,Кавказ,"[233, 4001, 6883]",3
16490,Казанский ГАУ,"[995, 3087, 3171, 3269, 3489, 3697, 3930, 3988]",8
16491,Казахстан,"[4806, 5734, 7700, 8163]",4
16492,КамГУ,"[656, 972, 1224, 2169, 2224, 2354, 2500, 2564, 3085]",9
16493,Камчатка,"[564, 614, 972, 2500, 7793]",5
16494,Канада,"[827, 1947, 2639, 3641, 4864]",5
16495,Кариес,"[1511, 4778, 6864]",3
16496,Карликовые галактики,"[1089, 1494, 1628, 1689, 1808, 2381, 2685, 3800, 7515]",9
16497,Каспийское море,"[867, 4374, 7335]",3
16498,Квантовые точки,"[336, 1177, 1347, 1660, 4281, 5583, 5693, 7510]",8
16499,Кенгуру,"[1275, 6148, 6865, 8080]",4
16500,Кения,"[2342, 5522, 5918]",3
16501,Кеплер,"[1305, 3233, 5045]",3
16502,Кольский полуостров,"[2045, 2119, 7684, 7884]",4
16503,Концепты,"[6967, 7008, 7075, 7408]",4
16504,Коричневый карлик,"[75, 123, 2704, 4634, 4814, 5711, 5910]",7
16505,Красная книга,"[4698, 6161, 8171]",3
16506,Красное море,"[2020, 3654, 3722]",3
16507,Крым,"[233, 2236, 3230, 4001, 5443, 6027, 6718, 6886]",8
16508,Кухня,"[5926, 6051, 6189, 6677]",4
16509,ЛИДАР,"[7234, 7393, 7701]",3
16510,ЛЭП,"[1850, 3771, 5703, 6309, 7765]",5
16511,Лазерная установка,"[3128, 4041, 5552]",3
16512,Луна-25,"[5654, 5655, 5660, 5730, 6777]",5
16513,М87,"[218, 2587, 2816]",3
16514,МКС,"[1718, 2831, 3165, 4659, 5111, 5788, 6836, 7147]",8
16515,МЧС,"[674, 2812, 3881, 5784]",4
16516,Магеллановы Облака,"[1372, 1555, 4718]",3
16517,Макемаке,"[256, 1510, 4431]",3
16518,Матрица,"[1007, 1152, 5886]",3
16519,Медиалогия,"[1816, 4492, 5857]",3
16520,Мезоамерика,"[21, 1033, 6862, 7234]",4
16521,Мексика,"[220, 354, 2853, 3006, 6721]",5
16522,Мел-палеогеновое вымирание,"[227, 844, 1357, 2802, 8015]",5
16523,Меркурий,"[160, 724, 1671, 5885]",4
16524,Месопотамия,"[5640, 6290, 7005, 7802]",4
16525,МикроРНК,"[1690, 1821, 3242]",3
16526,Нейронная сеть,"[1850, 2372, 2868, 4883, 5562, 5605]",6
16527,Нептун,"[57, 432, 688, 2928, 3725, 4355, 5627, 5672, 8152]",9
16528,Нидерланды,"[1191, 4843, 7632]",3
16529,Нобелевская неделя,"[47, 2747, 2775, 5298, 5320, 5328]",6
16530,Нобелевская премия по химии,"[31, 5320, 7905]",3
16531,Новая Зеландия,"[1200, 5905, 6081, 6095, 7911]",5
16532,Новости,"[2948, 3288, 5397]",3
16533,Общая теория относительности,"[831, 985, 5189, 5377, 8066]",5
16534,Опылители,"[2413, 2728, 2927, 3954, 5291, 7580, 7848]",7
16535,ПТСР,"[3161, 5393, 6385]",3
16536,ПФАС,"[2422, 4066, 5624, 7029]",4
16537,Пангея,"[4674, 7919, 8173]",3
16538,Паутина,"[1056, 1468, 2886, 4517, 7603]",5
16539,Пермское вымирание,"[2925, 7168, 8099]",3
16540,Полиэтилен,"[1493, 2622, 6860, 7745]",4
16541,Почки,"[921, 2014, 5389, 5525, 5762, 8187]",6
16542,Пояс Койпера,"[1069, 1240, 4394, 5584, 6315, 6894, 6916]",7
16543,Продукты,"[81, 84, 2216, 7968]",4
16544,Психические расстройства,"[5051, 5794, 5861, 6484, 6767, 7356, 8134]",7
16545,РНК,"[144, 3242, 5337, 5438, 5456, 6392, 7019]",7
16546,РХТУ им. Д.И. Менделеева,"[1664, 3202, 4133, 4588, 4686, 4827, 5191, 5445]",8
